tanggal,kode_kelurahan,wilayah_kota,kecamatan,kelurahan,penerima_vaksinasi,dosis,jumlah_vaksin
2021-10-19,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,LANSIA,Dosis 1,2714
2021-10-19,3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,LANSIA,Dosis 1,914
2021-10-19,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,LANSIA,Dosis 1,1089
2021-10-19,3171021005,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,LANSIA,Dosis 1,2386
2021-10-19,3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,LANSIA,Dosis 1,2024
2021-10-19,3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,LANSIA,Dosis 1,1687
2021-10-19,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,LANSIA,Dosis 1,1908
2021-10-19,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,LANSIA,Dosis 1,1250
2021-10-19,3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,LANSIA,Dosis 1,394
2021-10-19,3171061001,JAKARTA PUSAT,MENTENG,MENTENG,LANSIA,Dosis 1,1903
2021-10-19,3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,LANSIA,Dosis 1,1964
2021-10-19,3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,LANSIA,Dosis 1,2256
2021-10-19,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,LANSIA,Dosis 1,1932
2021-10-19,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,LANSIA,Dosis 1,3679
2021-10-19,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,LANSIA,Dosis 1,1512
2021-10-19,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,LANSIA,Dosis 1,4393
2021-10-19,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,LANSIA,Dosis 1,3681
2021-10-19,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,LANSIA,Dosis 1,1465
2021-10-19,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,LANSIA,Dosis 1,3917
2021-10-19,3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,LANSIA,Dosis 1,1235
2021-10-19,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,LANSIA,Dosis 1,2308
2021-10-19,3171021001,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,LANSIA,Dosis 1,1812
2021-10-19,3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,LANSIA,Dosis 1,1957
2021-10-19,3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,LANSIA,Dosis 1,2166
2021-10-19,3171041003,JAKARTA PUSAT,SENEN,PASEBAN,LANSIA,Dosis 1,1780
2021-10-19,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,LANSIA,Dosis 1,4106
2021-10-19,3171061002,JAKARTA PUSAT,MENTENG,PEGANGSAAN,LANSIA,Dosis 1,1628
2021-10-19,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,LANSIA,Dosis 1,5357
2021-10-19,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,LANSIA,Dosis 1,6807
2021-10-19,3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,LANSIA,Dosis 1,2544
2021-10-19,3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,LANSIA,Dosis 1,3072
2021-10-19,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,LANSIA,Dosis 1,2818
2021-10-19,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,LANSIA,Dosis 1,2517
2021-10-19,3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,LANSIA,Dosis 1,2806
2021-10-19,3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,LANSIA,Dosis 1,1562
2021-10-19,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,LANSIA,Dosis 1,4610
2021-10-19,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,LANSIA,Dosis 1,4361
2021-10-19,3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,LANSIA,Dosis 1,1942
2021-10-19,3171071004,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,LANSIA,Dosis 1,1574
2021-10-19,3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,LANSIA,Dosis 1,970
2021-10-19,3171011004,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LANSIA,Dosis 1,1269
2021-10-19,3171011003,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LANSIA,Dosis 1,1693
2021-10-19,3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,LANSIA,Dosis 1,2393
2021-10-19,3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,LANSIA,Dosis 1,3188
2021-10-19,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,LANSIA,Dosis 1,1375
2021-10-19,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,LANSIA,Dosis 1,1156
2021-10-19,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,LANSIA,Dosis 1,2344
2021-10-19,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,LANSIA,Dosis 1,2920
2021-10-19,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,LANSIA,Dosis 1,7201
2021-10-19,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,LANSIA,Dosis 1,4181
2021-10-19,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,LANSIA,Dosis 1,5468
2021-10-19,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,LANSIA,Dosis 1,2426
2021-10-19,3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,LANSIA,Dosis 1,3217
2021-10-19,3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,LANSIA,Dosis 1,4753
2021-10-19,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,LANSIA,Dosis 1,1316
2021-10-19,3101011003,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,LANSIA,Dosis 1,119
2021-10-19,3101011002,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,LANSIA,Dosis 1,286
2021-10-19,3101011001,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,LANSIA,Dosis 1,317
2021-10-19,3101021003,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,LANSIA,Dosis 1,158
2021-10-19,3101021002,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,LANSIA,Dosis 1,259
2021-10-19,3101021001,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,LANSIA,Dosis 1,127
2021-10-19,3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,LANSIA,Dosis 1,749
2021-10-19,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,LANSIA,Dosis 1,2402
2021-10-19,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,LANSIA,Dosis 1,5608
2021-10-19,3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,LANSIA,Dosis 1,2620
2021-10-19,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,LANSIA,Dosis 1,1826
2021-10-19,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,LANSIA,Dosis 1,1868
2021-10-19,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,LANSIA,Dosis 1,1790
2021-10-19,3174071005,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,LANSIA,Dosis 1,715
2021-10-19,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LANSIA,Dosis 1,3430
2021-10-19,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,LANSIA,Dosis 1,1498
2021-10-19,3174081003,JAKARTA SELATAN,PANCORAN,RAWA JATI,LANSIA,Dosis 1,1415
2021-10-19,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,LANSIA,Dosis 1,1197
2021-10-19,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,LANSIA,Dosis 1,2945
2021-10-19,3171051003,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,LANSIA,Dosis 1,1695
2021-10-19,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,LANSIA,Dosis 1,622
2021-10-19,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,LANSIA,Dosis 1,1931
2021-10-19,3174071004,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,LANSIA,Dosis 1,414
2021-10-19,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,LANSIA,Dosis 1,2553
2021-10-19,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,LANSIA,Dosis 1,3893
2021-10-19,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,LANSIA,Dosis 1,2057
2021-10-19,3174071006,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,LANSIA,Dosis 1,253
2021-10-19,3171041001,JAKARTA PUSAT,SENEN,SENEN,LANSIA,Dosis 1,563
2021-10-19,3171031004,JAKARTA PUSAT,KEMAYORAN,SERDANG,LANSIA,Dosis 1,1809
2021-10-19,3174021001,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,LANSIA,Dosis 1,279
2021-10-19,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,LANSIA,Dosis 1,1174
2021-10-19,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,LANSIA,Dosis 1,1339
2021-10-19,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,LANSIA,Dosis 1,2869
2021-10-19,3174091002,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,LANSIA,Dosis 1,3771
2021-10-19,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,LANSIA,Dosis 1,1821
2021-10-19,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,LANSIA,Dosis 1,2132
2021-10-19,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,LANSIA,Dosis 1,2527
2021-10-19,3171031007,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,LANSIA,Dosis 1,1709
2021-10-19,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,LANSIA,Dosis 1,1798
2021-10-19,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,LANSIA,Dosis 1,6894
2021-10-19,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,LANSIA,Dosis 1,5331
2021-10-19,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,LANSIA,Dosis 1,2259
2021-10-19,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,LANSIA,Dosis 1,1826
2021-10-19,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,LANSIA,Dosis 1,1008
2021-10-19,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,LANSIA,Dosis 1,2695
2021-10-19,3171081004,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,LANSIA,Dosis 1,2603
2021-10-19,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,LANSIA,Dosis 1,1461
2021-10-19,3174091005,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,LANSIA,Dosis 1,2687
2021-10-19,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,LANSIA,Dosis 1,2357
2021-10-19,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LANSIA,Dosis 1,2220
2021-10-19,3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,LANSIA,Dosis 1,1880
2021-10-19,3174011002,JAKARTA SELATAN,TEBET,TEBET BARAT,LANSIA,Dosis 1,2150
2021-10-19,3174011001,JAKARTA SELATAN,TEBET,TEBET TIMUR,LANSIA,Dosis 1,1901
2021-10-19,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,LANSIA,Dosis 1,3838
2021-10-19,3174031004,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,LANSIA,Dosis 1,1563
2021-10-19,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,LANSIA,Dosis 1,2917
2021-10-19,3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,LANSIA,Dosis 1,1655
2021-10-19,3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,LANSIA,Dosis 1,3299
2021-10-19,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,LANSIA,Dosis 1,1825
2021-10-19,3174101005,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,LANSIA,Dosis 1,2304
2021-10-19,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,LANSIA,Dosis 1,2713
2021-10-19,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,LANSIA,Dosis 1,1863
2021-10-19,3171031008,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,LANSIA,Dosis 1,1699
2021-10-19,3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,LANSIA,Dosis 1,2482
2021-10-19,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,LANSIA,Dosis 1,3077
2021-10-20,3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,LANSIA,Dosis 1,1440
2021-10-20,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,LANSIA,Dosis 1,2311
2021-10-20,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,LANSIA,Dosis 1,1305
2021-10-20,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,LANSIA,Dosis 1,1038
2021-10-20,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,LANSIA,Dosis 1,1638
2021-10-20,3174031002,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,LANSIA,Dosis 1,1320
2021-10-20,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,LANSIA,Dosis 1,1224
2021-10-20,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,LANSIA,Dosis 1,2288
2021-10-20,3171071002,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,LANSIA,Dosis 1,1848
2021-10-20,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,LANSIA,Dosis 1,2310
2021-10-20,3174101002,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,LANSIA,Dosis 1,3448
2021-10-20,3174011005,JAKARTA SELATAN,TEBET,BUKIT DURI,LANSIA,Dosis 1,2347
2021-10-20,3171041006,JAKARTA PUSAT,SENEN,BUNGUR,LANSIA,Dosis 1,1511
2021-10-20,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,LANSIA,Dosis 1,1965
2021-10-20,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,LANSIA,Dosis 1,3078
2021-10-20,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,LANSIA,Dosis 1,2079
2021-10-20,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,LANSIA,Dosis 1,1117
2021-10-20,3171031006,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LANSIA,Dosis 1,2008
2021-10-20,3171051002,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,LANSIA,Dosis 1,2397
2021-10-20,3171051001,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,LANSIA,Dosis 1,2203
2021-10-20,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,LANSIA,Dosis 1,4401
2021-10-20,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LANSIA,Dosis 1,4211
2021-10-20,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,LANSIA,Dosis 1,4613
2021-10-20,3171011002,JAKARTA PUSAT,GAMBIR,CIDENG,LANSIA,Dosis 1,1894
2021-10-20,3174091003,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,LANSIA,Dosis 1,2252
2021-10-20,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,LANSIA,Dosis 1,2691
2021-10-20,3171061003,JAKARTA PUSAT,MENTENG,CIKINI,LANSIA,Dosis 1,794
2021-10-20,3174081006,JAKARTA SELATAN,PANCORAN,CIKOKO,LANSIA,Dosis 1,790
2021-10-20,3174061001,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,LANSIA,Dosis 1,4041
2021-10-20,3174041003,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,LANSIA,Dosis 1,1375
2021-10-20,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,LANSIA,Dosis 1,1285
2021-10-20,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,LANSIA,Dosis 1,2386
2021-10-20,3172041001,JAKARTA UTARA,CILINCING,CILINCING,LANSIA,Dosis 1,2141
2021-10-20,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,LANSIA,Dosis 1,1758
2021-10-20,3174091006,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,LANSIA,Dosis 1,2031
2021-10-20,3174061005,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,LANSIA,Dosis 1,1892
2021-10-20,3174071010,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,LANSIA,Dosis 1,2071
2021-10-20,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,LANSIA,Dosis 1,2811
2021-10-20,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,LANSIA,Dosis 1,1749
2021-10-20,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,LANSIA,Dosis 1,2281
2021-10-20,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,LANSIA,Dosis 1,2770
2021-10-20,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,LANSIA,Dosis 1,3109
2021-10-20,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,LANSIA,Dosis 1,4028
2021-10-20,3174051003,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,LANSIA,Dosis 1,2275
2021-10-20,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,LANSIA,Dosis 1,3654
2021-10-20,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,LANSIA,Dosis 1,1601
2021-10-20,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,LANSIA,Dosis 1,4621
2021-10-20,3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,LANSIA,Dosis 1,1892
2021-10-20,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,LANSIA,Dosis 1,6008
2021-10-20,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,LANSIA,Dosis 1,4204
2021-10-20,3171011006,JAKARTA PUSAT,GAMBIR,DURI PULO,LANSIA,Dosis 1,1518
2021-10-20,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,LANSIA,Dosis 1,1402
2021-10-20,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,LANSIA,Dosis 1,1642
2021-10-20,3171081003,JAKARTA PUSAT,JOHAR BARU,GALUR,LANSIA,Dosis 1,1126
2021-10-20,3171011001,JAKARTA PUSAT,GAMBIR,GAMBIR,LANSIA,Dosis 1,213
2021-10-20,3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,LANSIA,Dosis 1,1542
2021-10-20,3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,LANSIA,Dosis 1,2871
2021-10-20,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,LANSIA,Dosis 1,2350
2021-10-20,3171071001,JAKARTA PUSAT,TANAH ABANG,GELORA,LANSIA,Dosis 1,281
2021-10-20,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,LANSIA,Dosis 1,1494
2021-10-20,3171061004,JAKARTA PUSAT,MENTENG,GONDANGDIA,LANSIA,Dosis 1,606
2021-10-20,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LANSIA,Dosis 1,1632
2021-10-20,3174051005,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,LANSIA,Dosis 1,2720
2021-10-20,3174051004,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,LANSIA,Dosis 1,2713
2021-10-20,3174021007,JAKARTA SELATAN,SETIA BUDI,GUNTUR,LANSIA,Dosis 1,519
2021-10-20,3174071002,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,LANSIA,Dosis 1,972
2021-10-20,3171031005,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LANSIA,Dosis 1,1717
2021-10-20,3171021004,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,LANSIA,Dosis 1,2086
2021-10-20,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,LANSIA,Dosis 1,1215
2021-10-20,3171031003,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LANSIA,Dosis 1,1433
2021-10-20,3174091001,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,LANSIA,Dosis 1,3818
2021-10-20,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,LANSIA,Dosis 1,3091
2021-10-20,3174041002,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,LANSIA,Dosis 1,2578
2021-10-20,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,LANSIA,Dosis 1,2128
2021-10-20,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,LANSIA,Dosis 1,3132
2021-10-20,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,LANSIA,Dosis 1,1416
2021-10-20,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,LANSIA,Dosis 1,3314
2021-10-20,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,LANSIA,Dosis 1,4011
2021-10-20,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,LANSIA,Dosis 1,1445
2021-10-20,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,LANSIA,Dosis 1,1584
2021-10-20,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,LANSIA,Dosis 1,2999
2021-10-20,3171081001,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,LANSIA,Dosis 1,2904
2021-10-20,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,LANSIA,Dosis 1,1374
2021-10-20,3172041004,JAKARTA UTARA,CILINCING,KALIBARU,LANSIA,Dosis 1,2792
2021-10-20,3174081002,JAKARTA SELATAN,PANCORAN,KALIBATA,LANSIA,Dosis 1,2271
2021-10-20,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,LANSIA,Dosis 1,3811
2021-10-20,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,LANSIA,Dosis 1,2693
2021-10-20,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,LANSIA,Dosis 1,2056
2021-10-20,3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,LANSIA,Dosis 1,1040
2021-10-20,3171071007,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,LANSIA,Dosis 1,948
2021-10-20,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,LANSIA,Dosis 1,1481
2021-10-20,3171081002,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,LANSIA,Dosis 1,1399
2021-10-20,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,LANSIA,Dosis 1,2263
2021-10-20,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,LANSIA,Dosis 1,5302
2021-10-20,3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,LANSIA,Dosis 1,3056
2021-10-20,3171021002,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,LANSIA,Dosis 1,2272
2021-10-20,3174021004,JAKARTA SELATAN,SETIA BUDI,KARET,LANSIA,Dosis 1,750
2021-10-20,3174021003,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,LANSIA,Dosis 1,1156
2021-10-20,3174021002,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,LANSIA,Dosis 1,266
2021-10-20,3171071003,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,LANSIA,Dosis 1,1141
2021-10-20,3171021003,JAKARTA PUSAT,SAWAH BESAR,KARTINI,LANSIA,Dosis 1,2445
2021-10-20,3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,LANSIA,Dosis 1,1756
2021-10-20,3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,LANSIA,Dosis 1,3539
2021-10-20,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,LANSIA,Dosis 1,1460
2021-10-20,3174041007,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,LANSIA,Dosis 1,2287
2021-10-20,3174051006,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,LANSIA,Dosis 1,2761
2021-10-20,3174051001,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,LANSIA,Dosis 1,2590
2021-10-20,3174011004,JAKARTA SELATAN,TEBET,KEBON BARU,LANSIA,Dosis 1,2693
2021-10-20,3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,LANSIA,Dosis 1,3099
2021-10-20,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,LANSIA,Dosis 1,3185
2021-10-20,3171071006,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,LANSIA,Dosis 1,1713
2021-10-20,3171011005,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,LANSIA,Dosis 1,1140
2021-10-20,3171031002,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LANSIA,Dosis 1,1884
2021-10-20,3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,LANSIA,Dosis 1,1380
2021-10-20,3171071005,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,LANSIA,Dosis 1,1720
2021-10-20,3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,LANSIA,Dosis 1,2626
2021-10-20,3171061005,JAKARTA PUSAT,MENTENG,KEBON SIRIH,LANSIA,Dosis 1,977
2021-10-20,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LANSIA,Dosis 1,1596
2021-10-20,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,LANSIA,Dosis 1,2856
